OBJECTID;profileId;TIPO;EPIPEDON;ENDOPEDON;ORDEN;SUBORDEN;GRANGRUPO;SUBGRUPO;FAMILIA_TE;LATITUD;LONGITUD;pH.0_30_spline;pH.30_100_spline;pH.0_30_Sum.Pond;pH.30_100_Sum.Pond;DEM;AnHill;Slo;Aspect;Plan_Curv;Prof_Curv;Conv_Ind;Closs_Dep;TotCatchAr;TWI;LSfactor;CHBL;CND;VD;RSP;MRVBF;MRRTF;TRI;visSky;SkyVF;Pos_Op;Neg_Op;TPI;clima;tipo_relieve;ndvi
268;DC-061;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;UDORTHENTS;TYPIC UDORTHENTS;ARENOSA SOBRE ARCILLOSA;9.071833333;-73.708;5.812297676;5.424509948;5.8;3.928571429;52;0.738686264;0.052617121;5.963657856;-0.000310868;-0.000107926;-7.975766659;0;1139.443481;6.347001076;0.400810272;45.74165726;6.258342743;320.1391602;0.019173991;2.696339369;4.678901672;1.094097495;98.54425049;0.998799622;1.547929406;1.540967941;0.559553921;1;4;0.582572094
269;DC-062;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;UDORTHENTS;TYPIC UDORTHENTS;FRANCA GRUESA;9.083861111;-73.7125;5.456412128;4.624970521;5.433333333;3.45;52;0.750131965;0.03725056;5.81953764;0.000306502;0.000528201;5.90962553;0;900;6.396929741;0.241198242;40.47784042;11.52215958;306.0664063;0.036280148;0.035445258;2.165393114;1.843908906;99.44532776;0.999400675;1.562083483;1.479019523;3.696514606;1;4;0.718522444
270;DC-063;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;UDEPTS;DYSTRUDEPTS;AQUIC DYSTRUDEPTS;ARENOSA;9.097972222;-73.71888889;5.015369291;5.305711443;5;5.314285714;38;0.820378065;0.036719248;2.670690298;4.11E-06;-0.00019521;0.001656174;0;65882.32813;10.70215034;0.558425009;37.2784462;0.721553802;303.2421875;0.002373815;4.745517254;5.07270813;0.765476048;97.93662262;0.998533428;1.538384914;1.560471296;-0.389671028;1;6;0.792225381
271;DC-064;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;UDORTHENTS;TYPIC UDORTHENTS;ESQUELETICA ARENOSA;9.107583333;-73.71541667;5.938740857;5.457115801;5.916666667;1.178571429;53;0.809025705;0.023627635;2.358806372;-0.000260054;0.000299188;-17.82894135;0;2518.296143;7.828722477;0.162264407;48.80551529;4.194484711;301.1572266;0.013736568;1.574790359;5.79965353;0.632459879;99.03084564;0.99955076;1.555572867;1.550675511;-0.136560395;1;4;0.683569143
272;DN-022;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FINA;9.480388889;-73.6185;4.982752078;5.55215672;5;5.557142857;39;0.785470486;0.000188901;3.534286737;-3.49E-09;-4.99E-09;-0.002897764;0;900;10.04155445;0.000252022;38.59029388;0.409706116;618.7421875;0.000661722;6.990159512;2.767500162;0.366471529;99.7974472;0.999981821;1.567614675;1.557140231;0.398633301;3;15;0.744343259
273;DN-023;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FINA;9.487138889;-73.61477778;5.001800161;5.933432799;5;5.992857143;38.7515564;0.785470486;0.00018896;3.534157991;-4.83E-05;-8.52E-05;-36.27747345;0;9965.106445;12.44605827;0.000407818;38.7515564;0;622.0463867;0;6.989667416;3.990895987;0.003585265;99.42443085;0.999868095;1.5617553;1.570782185;-0.0195296;3;15;0.496420742
274;DN-024;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FINA;9.492916667;-73.61094444;6.698003541;5.599365206;6.5;5.835714286;38.89494324;0.785470486;0.00018896;3.534157991;4.91E-07;2.13E-07;1.206891418;0;258791.1094;15.70298958;0.000782277;38.89203262;0.002910614;624.5610352;4.66E-06;6.989095211;1.16190052;0.003585265;99.75437927;0.999971867;1.566938162;1.570762634;0.000248883;3;15;0.670303526
275;DN-025;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;ESQUELETICA ARCILLOSA;9.493083333;-73.60469444;4.999378778;5.540912309;5;5.6;38.94482422;0.786146343;0.000900494;1.765838027;0.000196588;0.000122173;25.68123436;0;6492992.5;19.03165436;0.011588532;38.94482422;0;625.0932617;0;6.988227844;2.982693195;0.024915468;99.37670135;0.999792576;1.561005592;1.570782781;-0.343568444;3;15;0.637493832
276;DN-026;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;EPIAQUEPTS;TYPIC EPIAQUEPTS;FRANCA FINA;9.492;-73.59322222;4.996181303;4.815425046;5;4.764285714;39.01497269;0.785470486;0.000188901;3.534286737;0.000256489;0.000390857;13.75104332;0;4722756.5;18.60706329;0.00139775;39.01497269;0;625.2387695;0;6.985746861;3.699613094;0.00358415;98.29705811;0.998948157;1.544046521;1.570777893;-0.804704905;3;15;0.344311872
277;DN-027;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;EPIAQUEPTS;TYPIC EPIAQUEPTS;ARENOSA SOBRE FRANCA;9.489222222;-73.5815;5.517194869;5.250893464;5.5;5.257142857;39.11286926;0.807724178;0.03140622;1.565241218;4.33E-07;-0.000106757;1.65939343;0;4530.094727;8.472196579;0.282800376;39.10557556;0.007293701;624.3442383;1.17E-05;6.9790802;0.16839394;0.843957603;98.07328033;0.998623908;1.540531516;1.570722938;-0.681501329;3;15;0.48126811
278;DN-028;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FINA;9.488305556;-73.56863889;5.509655667;4.589136314;5.5;4.607142857;45;0.808964014;0.023565862;2.356194496;-6.83E-05;-8.36E-05;-2.161849737;0;900;6.802394867;0.131635308;41.58552551;3.414474487;617.828125;0.005496202;6.969269753;4.340168476;0.632455528;99.59664917;0.999673188;1.564460516;1.537518263;1.203708768;3;15;0.469744861
279;DN-029;OBSERVACION;OCRICO;N/A;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;ESQUELETICA FRANCA;9.475583333;-73.46952778;5.507126101;5.048605663;5.5;5.05;62;0.818701625;0.046370175;3.141592741;0.000182141;-1.54E-05;12.21136856;0;900;6.471579075;0.339990914;58.27079773;3.729202271;550.0981445;0.006733511;4.618741035;1.981700778;1.861194134;99.35469055;0.998645306;1.560659766;1.508440018;2.041250706;3;15;0.477862471
280;DN-030;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ESQUELETICA FRANCA;9.467277778;-73.46308333;4.828324138;4.478976692;4.783333333;3.857142857;62.08324814;0.785545051;0.021640945;0.781366587;-0.000539966;-0.000403434;-90.32465363;0;151149.7969;12.01127625;0.328325838;62.00481415;0.07843399;535.1992188;0.00014653;4.695782185;2.451593399;0.579810321;98.11029053;0.998729825;1.541112781;1.569099665;-0.879524112;3;15;0.527958992
281;DN-031;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FRANCA FINA;9.460361111;-73.49783333;5.071698566;4.580934328;5;4.614285714;57.00523758;0.77368319;0.016578084;4.717654228;-1.43E-05;0.000272637;0.842746675;0;1271.818604;7.841350555;0.095611401;55.27164459;1.733592987;577.1401367;0.002994769;5.310547352;4.903409958;0.444877446;98.81266785;0.999515176;1.552145839;1.557805657;-0.278922945;1;15;0.549086027
282;DN-032;OBSERVACION;OCRICO;N/A;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.462583333;-73.48786111;4.963360269;4.9337403;5;4.907142857;60;0.830721676;0.049989834;1.910410523;-0.000127623;2.44E-05;-18.21103096;0;900;6.152564049;0.357025951;57.14434814;2.855651855;566.8022461;0.005012924;3.081248283;3.908252001;1.342486501;99.52635956;0.99826324;1.5633564;1.51267314;2.161761045;1;15;0.573336558
283;DN-033;OBSERVACION;OCRICO;N/A;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.462055556;-73.47258333;5.492387153;5.14628679;5.5;4.407142857;63;0.855134308;0.07338459;2.028566837;0.000325441;0.000437498;45.57938766;0;2128.115479;6.580123425;0.691407263;60.73536682;2.264633179;547.7416992;0.004117467;0.943951011;2.209599018;1.537333608;96.7946167;0.996176541;1.520446301;1.549897194;-0.607518375;1;15;0.418380252
284;DN-034;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ARENOSA;9.452972222;-73.45966667;5.450113932;5.930685478;5.5;1.671428571;68;0.716707528;0.083854109;4.912003994;0.000136556;-0.000157291;4.199158669;0;1464.668823;6.200328827;0.782559633;63.14349747;4.856502533;527.3666992;0.009124936;0.146242887;0.852186859;1.87940681;98.52745819;0.997882485;1.547665596;1.515351772;0.870103776;1;15;0.586496722
285;DN-035;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ARENOSA SOBRE FRANCA;9.376305556;-73.51869444;5.493989395;5.206950559;5.5;5.171428571;49;0.869164467;0.101034187;2.976444006;0.00019901;-4.11E-05;6.251507759;0;1392.938354;5.986407757;0.991164505;46.15683365;2.843166351;632.1450195;0.004477511;0.112190604;0.733060658;2.23606801;97.62046814;0.996645391;1.533418775;1.522696376;0.818529904;1;15;0.465807002
286;DN-036;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ARENOSA SOBRE FRANCA;9.392694444;-73.51277778;4.919551715;5.932299019;5;5.892857143;51.07240677;0.774231553;0.035708141;4.262116432;-0.000130311;0.000269285;-4.9365201;0;2814.429688;7.58393383;0.287035078;50.13430023;0.938106537;620.2548828;0.001510169;3.624309301;4.50135994;0.956668913;97.52013397;0.998141587;1.531842709;1.565270305;-1.190415621;1;15;0.381205337
287;DN-037;OBSERVACION;OCRICO;N/A;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;ARENOSA;9.406055556;-73.51936111;5.425188679;5.21510732;5.416666667;5.214285714;47.00740433;0.78566879;0.023268053;0.785398185;3.53E-05;-0.000118232;7.120397568;0;148681.7344;11.92228603;0.359580755;46.25912094;0.748283386;613.7172852;0.001217779;5.586357117;1.050620079;0.627781391;98.3497467;0.998925507;1.544874191;1.566873193;-0.496643156;1;15;0.74311945
288;DN-038;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;EPIAQUEPTS;FLUVAQUENTIC EPIAQUEPTS;FRANCA FINA SOBRE ARCILLOSA;9.420611111;-73.511;5.82376385;6.498389368;5.8;6.5;50.13000107;0.795798719;0.014463851;1.582866311;0.000133931;-0.000329383;9.268138885;0;38780.92969;11.38859463;0.158397406;48.97463608;1.15536499;602.2578125;0.001914716;5.457945347;3.981782198;0.389090657;98.05245972;0.998737514;1.540204406;1.567704797;-0.835535526;1;17;0.829197056
289;DN-039;OBSERVACION;OCRICO;N/A;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.428;-73.50591667;6.084447118;6.499718059;6.1;6.5;48.19193649;0.785223663;0.000188901;5.105082989;-0.000243942;-0.000231225;-15.53865814;0;19539.58203;13.11935711;0.000466416;48.19193649;0;599.3271484;0;5.491885662;0.542506635;0.00358415;98.82302856;0.999586642;1.55230844;1.570120335;-0.590206683;1;17;0.836378679
290;DN-040;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;EPIAQUEPTS;FLUVAQUENTIC EPIAQUEPTS;FRANCA FINA SOBRE ARCILLOSA;9.3835;-73.50288889;5.031941183;5.70478091;5;5.721428571;53;0.727525353;0.068203799;4.958863735;1.42E-05;-9.29E-05;2.611670017;0;1383.056885;6.320829391;0.588254452;51.31585312;1.684146881;630.0810547;0.00266578;2.939481258;0.051573902;1.334130406;97.77094269;0.997935772;1.535782456;1.545177579;-0.111924864;1;15;0.53881505
291;DN-041;OBSERVACION;OCRICO;N/A;INCEPTISOL;USTEPTS;HAPLUSTEPTS;AQUIC HAPLUSTEPTS;FRANCA FINA SOBRE ARCILLOSA;9.405416667;-73.48488889;6.485702626;6.983680811;6.5;6.978571429;56;0.705326498;0.100885406;4.876037598;-0.000166711;0.000690393;-12.98163414;0;1967.663208;6.334395885;1.060262918;55.11125183;0.888748169;609.5507813;0.001455915;0.870239615;0.032812923;2.322257996;95.51132202;0.994571149;1.500288367;1.554524302;-1.948244572;1;17;0.590701517
292;DN-042;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;EPIAQUEPTS;FLUVAQUENTIC EPIAQUEPTS;FRANCA FINA;9.349527778;-73.5925;5.023547786;5.183086804;5;5.207142857;36.39220428;0.785470486;0.000188901;3.534286737;-4.24E-09;-4.24E-09;0;0;35432.98828;13.7145586;0.000525378;36.38930893;0.002895355;608.3647461;4.76E-06;6.989320755;0.61786902;0.00358415;99.79312134;0.999986291;1.567546725;1.570762753;-3.09E-07;1;15;0.449067092
293;DN-043;OBSERVACION;OCRICO;N/A;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.337166667;-73.59744444;5.713845275;6.627981331;5.733333333;6.628571429;36.12981415;0.785398185;0.000174522;3.926990747;-1.65E-06;3.49E-05;-10.00160122;0;59763.46875;14.15813446;0.000517963;36.12294388;0.00687027;605.1342773;1.14E-05;6.989612103;2.705435514;0.003583497;99.79135132;0.999987125;1.56751883;1.570729733;-0.020359451;1;15;0.518883722
294;DN-044;OBSERVACION;OCRICO;N/A;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.326138889;-73.59269444;6.479545391;6.627502315;6.5;6.614285714;36.00415039;0.785325885;0.000188901;4.319694996;9.03E-05;0.000102615;24.20113754;0;23824.23438;13.31761837;0.000485282;36.00367737;0.000473022;609.1630859;7.77E-07;6.988586426;2.879686117;0.00358415;99.58555603;0.999913096;1.564286232;1.570775509;-0.163197383;1;15;0.677358636
295;DN-045;OBSERVACION;OCRICO;N/A;INCEPTISOL;AQUEPTS;EPIAQUEPTS;TYPIC EPIAQUEPTS;FINA;9.31625;-73.59066667;6.495368322;7.168661762;6.5;7.207142857;39;0.691727579;0.096878305;5.252808571;0.000385307;0.000190814;21.20323181;0;1134.840332;5.647953033;0.869838715;35.96896362;3.031036377;608.3354492;0.004957806;0.585308313;1.369521618;2.097617626;99.12822723;0.996709764;1.557102561;1.516146064;1.741997361;1;15;0.729281882
296;DN-046;OBSERVACION;OCRICO;N/A;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.287027778;-73.58386111;5.740145627;6.522207025;5.8;6.5;35.87076187;0.785366952;0.003133586;3.938525677;-6.07E-05;-0.00019751;-10.501791;0;8777.241211;11.0977869;0.015070871;35.86973953;0.001022339;619.0537109;1.65E-06;6.965576172;3.073164225;0.081776619;99.103508;0.999758244;1.556714296;1.570775986;-0.273389548;3;15;0.676553471
297;DN-047;OBSERVACION;OCRICO;N/A;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.296305556;-73.59941667;5.807680374;7.282803671;5.816666667;7.271428571;35.63378525;0.785274744;0.000174522;4.712388992;5.84E-05;1.58E-06;7.090747833;0;474161.1875;16.57586098;0.000840045;35.63378525;0;601.9956055;0;6.985246658;2.984839678;0.003583689;99.01651001;0.999495864;1.555347681;1.570782781;-0.361423999;1;15;0.725222815
298;DQ-065;OBSERVACION;OCRICO;NO HAY;ENTISOL;FLUVENTS;USTIFLUVENTS;TYPIC USTIFLUVENTS;ARENOSA SOBRE ARCILLOSA;9.673613889;-74.66993333;NA;NA;NA;NA;16;0.77367264;0.018047217;0.071285382;-3.57E-05;5.50E-06;-8.067796707;0;1288.146118;7.707987785;0.105739325;15.91135693;0.088643074;761.0361328;0.000116463;5.685685158;2.940756083;0.449973702;98.67910767;0.999357402;1.550047874;1.56924355;-0.251885802;3;4;0.725313706
299;DR-001;OBSERVACION;UMBRICO;CAMBICO;INCEPTISOL;USTEPTS;HUMUSTEPTS;TYPIC HUMUSTEPTS;FRANCA FINA SOBRE ARCILLOSA;10.23394444;-73.39119722;4.142568391;4.30347522;4.166666667;3.185714286;88.10419464;0.785325885;0.000188818;4.319877148;0.000285744;-0.000199134;21.17624664;0;1687881.125;17.57822037;0.001137148;88.06629181;0.037902832;479.1586914;7.91E-05;5.864507198;0.019714767;0.003582574;98.20689392;0.998850048;1.542630315;1.570008636;-0.722763062;3;17;0.628036483
300;DR-002;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;TYPIC DYSTRUSTEPTS;FRANCA FINA SOBRE ARCILLOSA;10.23185278;-73.38916111;4.523681571;4.079658922;4.5;3.392857143;88.11249542;0.806349933;0.020951943;2.352032423;0.000248007;-2.06E-05;23.67533493;0;4184.084473;8.456658363;0.153631032;87.56559753;0.546897888;482.7163086;0.001131677;5.871920109;3.961496353;0.561312914;97.26382446;0.997649848;1.527816534;1.569632649;-1.230390429;3;17;0.430971831
301;DR-003;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;HUMIC DYSTRUSTEPTS;FRANCA FINA SOBRE ARCILLOSA;10.23248333;-73.38551667;4.483329508;4.876826735;4.5;4.864285714;88.03792572;0.762638927;0.03274104;0.004872329;-0.000188546;-0.00022623;-4.545761108;0;21555.4375;9.991106033;0.407868683;87.33747864;0.700447083;484.5253906;0.001443549;5.848618984;3.677516699;0.877472639;97.47727966;0.998317957;1.531169534;1.569360614;-1.630065084;3;17;0.438553179
302;DR-004;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;TYPIC DYSTRUSTEPTS;FRANCA FINA;10.23310278;-73.38182222;4.497057646;4.156058815;4.5;4.157142857;87.2062149;0.776238143;0.013193902;0.013231942;-0.000187434;-0.000221052;-56.43143082;0;32033.97656;11.28823948;0.135259435;87.20296478;0.003250122;487.1269531;6.67E-06;5.882776737;0.05791676;0.355008274;98.76875305;0.999560475;1.551455855;1.57040906;-0.24063997;3;17;0.530367225
303;DR-005;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA SOBRE ARCILLOSA;10.24580556;-73.43961389;7.51976357;6.549063446;7.5;6.507142857;97;0.715918481;0.073366344;5.183105946;0.000638979;6.76E-06;24.64375687;0;4458.240723;7.315583706;0.800669611;93.97413635;3.025863647;448.815918;0.006696733;0.96676439;2.603708982;1.979222059;96.91902161;0.993754148;1.522400379;1.534446955;-0.392620385;3;17;0.48182955
304;DR-006;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA SOBRE ARCILLOSA;10.23564444;-73.42138611;7.522172034;6.810960837;7.5;6.8;91;0.823964596;0.089467488;1.191567898;0.000283493;-1.02E-05;13.39055061;0;1819.834229;6.254796505;0.871758997;89.24643707;1.753562927;462.0688477;0.003780677;0.682822704;0.147163704;1.948601484;96.58650208;0.995131731;1.517177343;1.543310165;-0.850444496;3;17;0.537213163
305;DR-007;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;10.22729444;-73.41921111;6;6;6;6;86.10852814;0.785398185;0.000174612;3.926990747;-0.000106351;-0.000191085;-0.764036179;0;9285269;19.20392418;0.001421876;86.10852814;0;476.1049805;0;5.820776463;2.488800764;0.003587033;97.01616669;0.996639311;1.523926377;1.570311666;-1.092348218;3;17;0.531328181
306;DR-008;OBSERVACION;OCRICO;ARGILICO;ALFISOL;USTALFS;HAPLUSTALFS;AQUIC HAPLUSTALFS;FRANCA FINA SOBRE ARCILLOSA;10.22735;-73.43245;5.508422269;5.933532547;5.5;5.928571429;87;0.793863893;0.011922653;1.570796371;-0.0001777;-0.000309572;-5.290985584;0;2281.903809;8.760835648;0.070087679;86.3035965;0.696403503;473.5712891;0.001468376;5.779269218;0.017297683;0.317601532;97.80693817;0.998325825;1.536347866;1.559244514;-0.695708394;3;17;0.393844667
