OBJECTID;profileId;TIPO;EPIPEDON;ENDOPEDON;ORDEN;SUBORDEN;GRANGRUPO;SUBGRUPO;FAMILIA_TE;LATITUD;LONGITUD;pH.0_30_spline;pH.30_100_spline;pH.0_30_Sum.Pond;pH.30_100_Sum.Pond;DEM;AnHill;Slo;Aspect;Plan_Curv;Prof_Curv;Conv_Ind;Closs_Dep;TotCatchAr;TWI;LSfactor;CHBL;CND;VD;RSP;MRVBF;MRRTF;TRI;visSky;SkyVF;Pos_Op;Neg_Op;TPI;clima;tipo_relieve;ndvi
1141;MB-085;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.843138889;-73.61772222;7;7;7;7;53;0.778119564;0.083967201;0.656564474;0.000142899;-0.00021748;4.086749077;0;1242.348145;5.860284805;0.73258549;50.94992447;2.050075531;679.159668;0.003009463;6.537260532;2.431442261;1.633195281;98.32701874;0.997979224;1.549109817;1.523523092;0.455647707;3;8;0.64095603
1142;MB-086;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.917861111;-73.61958333;7;7;7;7;60;0.80841285;0.032429051;1.563188076;-0.000254369;-0.000624969;-9.009775162;0;1218.003662;7.12457037;0.226621047;56.29720688;3.702793121;634.8129883;0.005799063;6.958188057;3.980292082;0.858714581;97.48802948;0.996580839;1.531338453;1.544766307;-1.120045662;3;8;0.760450618
1143;MB-087;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.914583333;-73.61816667;7;7;7;7;57;0.754191279;0.03216676;5.256846905;-0.000287943;-0.000218157;-9.769815445;0;3315.420898;7.824357033;0.257509738;56.14128113;0.858718872;640.3183594;0.001339285;6.961290836;3.875449657;0.696343005;97.58442688;0.99808979;1.53285265;1.561921358;-1.191543221;3;8;0.797647551
1144;MB-088;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA SOBRE ARENOSA;9.912388889;-73.62136111;6.985218373;7.598391834;7;7.621428571;56.25080109;0.794362187;0.012451053;1.584817886;0.000140216;-3.62E-05;11.2164669;0;700793536;21.33859825;0.925510108;56.25080109;0;641.5224609;0;6.966352463;2.694953442;0.335069716;98.63017273;0.999323487;1.549279213;1.570348501;-0.408523142;3;8;0.71969113
1145;MB-089;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;EPIAQUEPTS;TYPIC EPIAQUEPTS;FRANCA FINA;9.914944444;-73.62325;6.999483212;6.832734957;7;6.821428571;56.31310654;0.785572708;0.000174522;2.356194496;5.69E-05;-0.000251873;3.375843287;0;88303736;21.45627785;0.002229502;56.30519867;0.007907867;639.3710938;1.24E-05;6.965168476;0.00903164;0.003584803;98.95394135;0.999453068;1.5543648;1.57045126;-0.204688206;3;8;0.628468127
1146;MB-090;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.914111111;-73.61419444;7.00368764;7.094164239;7;7.121428571;56.09806061;0.785572708;0.000188901;2.748898506;0.000177001;0.000128632;-1.751477718;0;266275.4375;15.73144627;0.000786424;56.08649826;0.011562347;642.7734375;1.80E-05;6.966168404;3.106425047;0.00358415;97.92364502;0.998174012;1.538181067;1.570178986;-0.733014405;3;1;0.372186653
1147;MB-091;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA GRUESA;9.952194444;-73.58530556;7.007775674;7.042050119;7;7.057142857;59;0.785659969;0.000370216;3.141592741;0.000128826;-0.000515691;4.694219112;0;900;10.30895233;0.000637605;58.09078217;0.909217834;623.9560547;0.001455062;6.956479073;1.325887084;0.580815911;98.49942017;0.99926883;1.547225237;1.55032742;0.090018198;3;1;0.643133613
1148;MB-092;OBSERVACION;OCRICO;NO HAY;ENTISOL;PSAMMENTS;USTIPSAMMENTS;TYPIC USTIPSAMMENTS;N/A;9.949527778;-73.58683333;7;7;7;7;64;0.856948912;0.084779948;2.944197178;0.000514125;9.31E-05;9.351046562;0;1550.560669;6.247759819;0.8031196;57.57830811;6.421691895;620.065918;0.010250309;0.384939581;2.196480036;1.673320055;97.41943359;0.99703002;1.530292511;1.525556445;0.482879937;3;1;0.712846885
1149;MB-093;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.947694444;-73.58322222;6.97840488;7.891729746;7;7.914285714;61;0.856821358;0.084610045;2.943793535;0.000704119;-5.95E-05;19.15248108;0;2116.604492;6.560702801;0.852427006;57.41968536;3.580314636;626.0869141;0.005686042;5.51604557;2.74358964;1.896268249;96.03904724;0.995164335;1.508577824;1.544014573;-0.795472503;3;1;0.554851062
1150;MB-094;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.94475;-73.58005556;7.687189605;8.303558081;7.7;8.307142857;63;0.891568065;0.111341015;2.034443855;-2.91E-05;2.20E-05;-4.371282101;0;1044.340576;5.447063446;1.029050589;56.90324783;6.096752167;627.5097656;0.0096223;0.005134366;0.972089946;2.408318996;98.79842377;0.995956719;1.551922083;1.471895933;3.27869916;3;1;0.631804875
1151;MB-095;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;CALCIUSTEPTS;VERTIC CALCIUSTEPTS;FRANCA FINA;10.016;-73.90941667;6.973940109;7.368830816;7;7.378571429;85.01570892;0.785413086;3.91E-05;3.535383224;5.05E-05;0.000253004;-10.65025043;0;1054.843506;10.1998539;3.36E-05;84.05366516;0.962043762;700.1420898;0.001372184;4.623408318;2.556082487;0.002742603;98.19789124;0.998786032;1.542493582;1.565613627;-0.531288743;3;17;0.347292534
1152;MB-096;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FRANCA FINA;10.01333333;-73.912;6.61991112;7.004813677;6.633333333;7;83.03575134;0.808892906;0.032690056;1.576135039;-7.22E-05;-0.000149671;-9.775283813;0;69596.38281;11.16428852;0.514525235;81.80350494;1.232246399;703.7924805;0.001747806;4.374438286;0.102236092;0.878445506;96.97270966;0.99687773;1.523243666;1.566012979;-0.448462009;3;17;0.340963101
1153;MB-097;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FRANCA FINA SOBRE ARCILLOSA;10.0105;-73.91477778;7;7;7;7;81;0.762921691;0.051331401;4.403605938;-0.000250291;-0.000126889;-15.88626099;0;1482.541138;6.640476704;0.409564763;80.12966156;0.87033844;707.621582;0.001228438;2.984046459;0.518288076;1.072863579;97.46183777;0.997940958;1.530926943;1.554531097;-0.164437577;3;17;0.354404758
1154;MB-098;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FRANCA FINA;10.01211111;-73.91827778;7;7;7;7;80.04749298;0.785470486;0.000188984;3.534468651;-5.16E-05;-0.000252415;-23.53034401;0;4514365.5;18.56185913;0.001385962;80.04749298;0;712.6313477;0;4.583818913;0.340548366;0.003585728;98.6461792;0.999470711;1.549530625;1.568503737;-0.661069274;3;17;0.313996834
1155;MB-099;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;10.00908333;-73.96233333;6.980857204;7.701889409;7;7.721428571;69.092453;0.785470486;0.000188984;3.534468651;5.66E-05;-2.14E-05;6.228409767;0;21190.98633;13.20041561;0.00047431;69.07141113;0.02104187;761.8554688;2.76E-05;5.883171082;0.344388664;0.003585728;99.51978302;0.999934494;1.563253045;1.569805026;-0.024795325;3;1;0.460251756
1156;MB-100;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;10.00875;-73.96427778;7.137440367;7.950231146;7.2;7.914285714;69.07240295;0.785470486;0.000188984;3.534468651;4.76E-05;6.70E-05;3.40429759;0;159196.0625;15.21697617;0.000709935;69.06231689;0.01008606;763.2802734;1.32E-05;5.891471863;0.10952612;0.003585728;99.21944427;0.999823451;1.558535337;1.569709063;-0.179244995;3;1;0.451127476
1157;MB-101;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.995111111;-73.96141667;7;7;7;7;71;0.77368468;0.016665123;4.712388992;0.000148597;-2.30E-06;7.598984718;0;1185.376831;7.770963192;0.095018253;66.03770447;4.962295532;752.5273438;0.006550975;5.898128033;3.668120146;0.774596691;98.93070221;0.999476552;1.554131746;1.535804987;1.259918213;3;9;0.513624265
1158;MB-102;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.993611111;-73.95897222;6.979349062;7.456287129;7;7.464285714;72.01264191;0.797821164;0.037062448;1.109870911;0.000216351;5.10E-05;13.05119991;0;3798.574463;7.842895031;0.319647938;66.01276398;5.99987793;749.0136719;0.007946716;5.933876514;3.983785629;0.992421329;97.51137543;0.998302162;1.531705141;1.553094625;-1.529489636;3;9;0.402105465
1159;MB-103;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;ESQUELETICA ARCILLOSA;10.02886111;-73.90569444;7;7;7;4;93;0.813228309;0.096647739;1.031904578;-9.91E-05;-0.002391377;-0.008081017;0;2305.378906;6.359487057;0.999292076;89.18201447;3.817985535;692.3320313;0.005484429;0.494647831;0.240548134;2.091266394;92.14887238;0.972410381;1.447471142;1.514095545;-1.731438041;3;17;0.414953516
1160;MB-109;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.14225;-73.68111111;5.513157638;5.067508472;5.5;5.078571429;34;0.798136055;0.017902687;1.570796371;5.06E-05;4.13E-05;37.01692963;0;1205.813354;7.716409683;0.10464786;33.87667847;0.123321533;420.7070313;0.000293043;5.78773737;1.271553278;0.448445529;99.01872253;0.999652267;1.555382371;1.568990588;-0.177565083;1;17;0.606783036
1161;MB-110;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;ARCILLOSA SOBRE ARENOSA;9.1435;-73.67561111;5.49543565;5.404931549;5.5;5.378571429;33.84591293;0.785223663;0.000188901;5.890491486;2.25E-05;2.12E-05;1.093283415;0;166765.7656;15.26350594;0.000716163;33.84531021;0.000602722;432.4760742;1.39E-06;5.928376675;0.030605659;0.00358415;99.30345154;0.999868274;1.559854984;1.570705771;-0.10414876;1;17;0.661338964
1162;MB-111;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.142222222;-73.66941667;6.65816747;6.366101431;6.653333333;6.335714286;33.95048141;0.750685871;0.050874781;4.6968894;0.000156253;0.000234928;33.25039291;0;11522.97559;8.913163185;0.636660397;33.95048141;0;444.2666016;0;5.942260742;2.855400801;1.363968372;97.05152893;0.996195495;1.524481773;1.57075417;-0.556380808;1;17;0.625866458
1163;MB-112;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;DYSTRUSTEPTS;TYPIC DYSTRUSTEPTS;FRAGMENTAL;9.140222222;-73.66552778;5.655618237;5.358937997;5.653333333;5.328571429;34.04113388;0.785223544;0.000188984;5.105265141;3.91E-05;3.57E-05;-2.144168615;0;24017.49023;13.32562256;0.000486337;34.04113007;3.81E-06;450.7431641;8.46E-09;5.974606991;0.755350292;0.003585726;98.94754028;0.999652028;1.554264307;1.5707587;-0.367913842;1;17;0.635956455
1164;MC-006;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FINA;9.606416667;-74.19015833;6.596324302;4.710810573;6.133333333;3.285714286;72.11683655;0.785470545;0.000189102;1.178177714;6.09E-05;-0.000421435;-4.721053123;0;1994.95459;10.83756733;0.000295923;70.77032471;1.346511841;628.0942383;0.002139219;7.250113487;6.129551411;0.00303706;99.45304108;0.999864876;NA;NA;-0.316825539;3;5;0.628926336
1165;MC-009;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FINA;9.610221667;-74.17948667;4.657320061;4.037057345;4.6;2.328571429;73;0.763501823;0.021896347;5.496136665;-9.14E-05;-6.32E-05;-10.67923069;0;1280.837402;7.228775501;0.128394023;71.83721161;1.162788391;628.5820313;0.001846444;7.223549366;6.409974098;0.587634563;98.86553192;0.999457479;1.552976131;1.556922317;-0.529661834;3;5;0.434014551
1166;MC-040;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FRANCA GRUESA;9.990783333;-73.99500556;6.702302933;8.037056542;6.8;8;71;0.809228718;0.033320997;1.570796371;-1.39E-06;9.64E-05;-1.938961267;0;1146.802124;7.044732571;0.232293695;68.82517242;2.174827576;774.2617188;0.002801037;6.947479725;3.158520222;0.632455528;99.20328522;0.999535561;1.558281541;1.549100995;0.585980773;3;9;0.347523745
1167;MC-041;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.996347222;-73.99806944;6.655659158;7.760953816;6.8;7.257142857;71;0.761832297;0.023565862;5.497786999;3.92E-05;1.51E-05;5.895093918;0;980.2850342;6.887843609;0.133904248;69.17491913;1.825080872;779.3076172;0.002336454;6.952753067;3.251245022;0.632455528;99.3931427;0.999401927;1.5612638;1.54283762;0.855003357;3;9;0.454793309
1168;MC-042;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;10.00589167;-74.00204167;7.12788336;8.140740901;7.166666667;8.142857143;70;0.839569926;0.056533039;2.058318615;-9.50E-05;-4.69E-06;-1.117834091;0;10644.61133;8.441939354;0.678637564;69.96412659;0.035873413;788.2675781;4.55E-05;6.832713127;2.784413815;1.438669086;97.2868576;0.997707009;1.528178334;1.565686345;-1.866909981;3;1;0.419209059
1169;MC-043;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;10.01605833;-74.00308056;6.68414738;7.739922595;6.833333333;7.714285714;75;0.844317138;0.060020342;2.553590059;-1.22E-05;0.00024368;6.789508343;0;1936.064331;6.652121544;0.518972218;72.88220215;2.117797852;790.3149414;0.002672527;6.825145721;4.729082108;1.483239651;97.78757477;0.998380899;1.536043644;1.552268624;-0.284457445;3;1;0.476131223
1170;MC-044;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;EPIAQUEPTS;AERIC EPIAQUEPTS;FINA;10.00882222;-73.98887778;6.096306922;6.870945682;6.133333333;2.928571429;76;0.762993753;0.052655909;0.321750551;0.000555157;3.28E-05;16.76219749;0;2887.67627;7.275060177;0.483090878;71.05058289;4.949417114;774.9946289;0.006345862;6.78621769;4.494326115;1.095445156;97.57901001;0.997662246;1.532767534;1.541118622;0.069270775;3;9;0.47670883
1171;MC-045;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;EPIAQUEPTS;TYPIC EPIAQUEPTS;FINA;9.854438889;-73.90218333;6.560318299;7.014037954;6.583333333;5;54;0.819356382;0.047268283;1.570796371;6.87E-05;-7.00E-06;5.30045557;0;1519.268799;6.97595787;0.387051046;53.17046738;0.829532623;703.8632813;0.001177155;6.950749874;0.198657811;0.96980387;98.27336121;0.998729169;1.543674231;1.557660937;0.132413298;3;1;0.444542088
1172;MC-047;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FINA;9.868127778;-73.90755278;6.647295671;7.345003821;6.75;4.678571429;55.1822052;0.785572708;0.000188901;2.748898506;-1.61E-05;-1.59E-05;-30.43446159;0;84564.30469;14.58442783;0.000625213;55.1822052;0;706.2919922;0;6.969164848;0.357642293;0.00358415;99.35450745;0.999864101;1.560657024;1.570579052;-0.000201973;3;8;0.686154646
1173;MC-048;OBSERVACION;OCRICO;Sin dato;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.876230556;-73.91282222;6.712326435;7.012948812;6.733333333;4.5;56;0.720632136;0.067354985;5.766337872;0.000202542;0.00016049;35.33384705;0;2488.042725;6.804246902;0.635921597;55.38762665;0.612373352;708.5976563;0.000863458;6.837730408;2.869226933;1.629055262;96.59371185;0.996670306;1.517290473;1.563533664;-1.210438132;3;17;0.587849258
1174;MC-049;OBSERVACION;OCRICO;Sin dato;INCEPTISOL;USTEPTS;HAPLUSTEPTS;FLUVENTIC HAPLUSTEPTS;FRANCA FINA;9.792303333;-73.837465;7.380138772;8.031554327;7.45;4.571428571;49;0.793401003;0.011273225;1.570796371;1.18E-05;1.53E-05;27.20704079;0;900;7.886479855;0.054101583;48.31286621;0.687133789;687.4936523;0.000998479;7.444683075;1.987844825;0.302505165;99.44172668;0.999899507;1.562026978;1.554315209;0.549391747;3;17;0.484281229
1175;MC-121;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;MUY FINA;9.37325;-74.55188889;5.5;5.5;5.5;5.5;18;0.828683615;0.04733187;2.782034636;2.50E-05;-0.000663537;0.044139627;0;19189.67578;9.257731438;0.612119138;17.40637779;0.593622208;593.7729492;0.000998748;1.928497195;0.015826821;1.373753071;96.13975525;0.996239364;1.510159731;1.564389825;-3.073020458;3;4;0.534653262
1176;MC-122;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FINA;9.369361111;-74.54916667;5;5;5;5;17.35377121;0.785274744;0.000174522;4.712388992;0.000129268;-0.000244959;4.589704037;0;662125.25;16.90976715;0.00089806;17.35377121;0;591.9848633;0;7.959537983;5.070033073;0.00358415;98.20717621;0.998970032;1.542634726;1.570771575;-0.966546416;1;4;0.520740467
1177;MC-123;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;TYPIC ENDOAQUEPTS;FRANCA FINA SOBRE ARENOSA;9.374166667;-74.55691667;4.98925373;6.15292185;5;6.142857143;17.30627632;0.793544292;0.011474296;1.570796371;0.00027093;-0.000147686;6.086425304;0;17202.43555;10.81921101;0.0998758;17.30627632;0;595.6533203;0;7.925587177;2.880756855;0.537361145;97.4308548;0.997912109;1.530440331;1.570790768;-1.747628212;1;4;0.677840466
1178;MF-059;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.506027778;-73.92805556;6.506007617;6.99796749;6.5;4.8;65;0.820911884;0.049400032;3.141592741;7.65E-05;3.17E-06;5.668370724;0;1139.141235;6.64382267;0.386938602;63.00102997;1.998970032;562.762207;0.003539496;4.51398325;1.433826923;1.171903491;98.84514618;0.999014199;1.552655935;1.536011696;0.927903235;3;4;0.58351229
1179;MF-060;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.509138889;-73.92166667;8;8;8;8;66;0.879401207;0.094003037;2.356194496;0.00013646;9.33E-05;6.766601086;0;1152.748047;5.663609505;0.834079385;62.32172775;3.678272247;564.2246094;0.006476939;0.023028979;0.961455286;1.897366643;98.60322571;0.99628967;1.548855901;1.521578789;1.855304837;3;7;0.515520473
1180;MF-061;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FINA;9.512694444;-73.9265;6.5;6.5;6.5;2.785714286;73;0.937472343;0.152466565;2.432966471;0.000215412;-2.55E-05;6.553667068;0;1399.439819;5.372025013;1.621783137;65.45363617;7.546363831;559.2275391;0.013314593;0.019209426;0.298554003;3.193743944;97.77451324;0.99234575;1.53590703;1.500664473;1.938395262;3;4;0.403580686
1181;MF-062;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;AQUEPTS;ENDOAQUEPTS;VERTIC ENDOAQUEPTS;FINA;9.512027778;-74.03525;6.476519899;6.901322564;6.5;6.885714286;103.0074081;0.773920178;0.016454946;0.007502853;-2.96E-05;7.02E-05;-1.743924141;0;12927.92285;10.16553974;0.15049763;95.61197662;7.395431519;526.8759766;0.013842087;7.708991528;6.935865879;0.443913966;97.54203033;0.997849345;1.532186627;1.548590422;-0.861980975;3;4;0.617147751
1182;MF-063;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;VERTIC HAPLUSTEPTS;FINA;9.52625;-74.08605556;6.5;6.5;6.5;4.642857143;82;0.727683067;0.058976814;5.296843052;-0.000117967;-0.000492842;-2.758163929;0;1487.787964;6.40705204;0.481326669;79.88567352;2.114326477;559.3378906;0.003765817;4.874146938;6.339988232;1.314648151;98.37932587;0.998506725;1.545338869;1.532102942;0.062300812;3;4;0.462670344
1183;MF-064;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.525055556;-74.07469444;7.37369412;8.018395863;7.433333333;8;87;0.750131965;0.03725056;5.81953764;2.26E-05;0.00023929;0.5671767;0;1251.51416;6.726644516;0.257639706;83.7592392;3.240760803;552.9082031;0.005827145;4.846060276;6.548712254;1;98.66448212;0.999126494;1.549818039;1.537763238;0.740909874;3;7;0.605554832
1184;MF-065;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FINA;9.579;-73.87013889;5.635217848;4.608197524;5.6;3.321428571;44;0.774876833;0.015213904;0.016222181;-0.00037902;8.03E-05;-35.88410187;0;900;7.570703983;0.079627663;43.01613235;0.983867645;629.2929688;0.001561009;5.177291393;1.322311759;0.70705539;98.99745941;0.999584436;1.555048466;1.546041608;0.376295149;3;4;0.389160801
1185;MF-066;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA FINA;9.590138889;-73.87808333;6.5;6.5;6.5;6.5;49.06193161;0.774306357;0.015598008;4.723577023;-0.000101739;0.00014206;-21.09584427;0;29984.98438;11.05672169;0.165995985;48.26219559;0.799736023;629.4570313;0.001268905;4.361284256;3.682237148;0.419531137;97.88657379;0.998712599;1.537598729;1.56874764;-1.200935245;3;4;0.402729515
1186;MF-067;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.593833333;-73.87919444;6.605946998;7.0214355;6.666666667;7;52;0.715874314;0.069523901;5.499040127;-0.000111337;3.95E-05;-39.27932739;0;900;5.719096184;0.536754668;49.00409317;2.99590683;628.3496094;0.004745273;2.670179605;1.872492671;1.868533611;99.59802246;0.997056901;1.564482093;1.49702251;2.556350231;3;7;0.485522878
1187;MF-068;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ARENOSA;9.580916667;-73.889;6.495043311;6.787623308;6.5;6.821428571;60;0.800535679;0.082724661;3.783307791;-0.000139432;-0.000279404;-7.03083086;0;1396.522827;5.994280815;0.735865653;56.50051498;3.499485016;613.4389648;0.005672341;0.44553104;0.457131863;1.603285789;97.84670258;0.996522129;1.537163854;1.526568651;0.265487254;3;4;0.504771005
1188;MF-069;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;TYPIC HAPLUSTEPTS;FRANCA GRUESA;9.571972222;-73.89836111;6.531376794;6.447629468;6.533333333;6.414285714;59.03141403;0.785495996;0.000178232;1.366404891;-4.20E-05;-0.000530327;0.570092142;0;1443112.375;17.52153015;0.001043082;59.03141403;0;609.3276367;0;3.991915226;4.641921997;0.003450677;98.60420227;0.999399722;1.54887116;1.569189191;-0.535756826;3;4;0.574934039
1189;MF-070;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ARENOSA SOBRE FRANCA;9.554277778;-73.90938889;5.992190108;6.241334662;6;6.25;63.00740433;0.785398185;0;NA;-0.000371246;-0.00012653;-15.83866501;0;83481.05469;14.51556492;0;61.60144806;1.405956268;595.1557617;0.002356766;2.520556211;0.002819341;0.887804568;96.46921539;0.996242344;1.515334845;1.564800858;-2.34457159;3;4;0.505379818
1190;MF-071;OBSERVACION;MOLICO;CAMBICO;MOLISOL;USTOLLS;HAPLUSTOLLS;TYPIC HAPLUSTOLLS;FRANCA FINA;9.412111111;-73.95758333;6.489384415;6.487532681;6.5;6.021428571;74;0.774252594;0.03725056;4.24874115;0.000570305;-0.000112576;20.23048019;0;1039.390381;6.540924549;0.248245493;65.68720245;8.312797546;483.8916016;0.016888913;7.632135868;6.795927048;1;99.21040344;0.999267638;1.558393359;1.516617179;2.023644924;3;4;0.408031647
1191;MF-072;OBSERVACION;OCRICO;NO HAY;ENTISOL;ORTHENTS;USTORTHENTS;TYPIC USTORTHENTS;ARENOSA SOBRE FRAGMENTAL;9.434;-73.96191667;4.557541308;5.005427075;4.566666667;4.285714286;87;0.879628956;0.096878305;2.11121583;0.000340711;8.04E-05;15.63705349;0;1084.977417;5.603020191;0.862056851;75.27272797;11.72727203;487.8496094;0.023474408;0.021821346;1.239985704;2.280350924;99.43974304;0.996536493;1.562457204;1.487911582;2.945662975;3;4;0.540859303
1192;MF-073;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;DYSTRIC HAPLUSTEPTS;FINA;9.441694444;-73.9555;4.873909471;5.720682719;4.866666667;5.321428571;72;0.797164261;0.016665582;1.563388348;-5.61E-05;-0.000362918;1.457128763;0;1131.262817;7.716856003;0.093999445;69.90267944;2.097320557;508.9873047;0.004103666;7.532734394;6.770287037;0.772688627;98.08952332;0.998444438;1.540786624;1.539524078;-0.398086339;3;4;0.433824137
1193;MF-074;OBSERVACION;OCRICO;CAMBICO;INCEPTISOL;USTEPTS;HAPLUSTEPTS;DYSTRIC HAPLUSTEPTS;FRANCA FINA;9.452888889;-73.96194444;5.681263022;5.834390335;5.666666667;3.75;76;0.77368468;0.016665123;6.283185482;9.78E-05;0.000622749;51.68368149;0;1369.825439;7.915585995;0.097806744;69.77695465;6.223045349;512.9555664;0.011986328;7.59196949;6.82280302;0.774596691;98.50778198;0.99863404;1.547356606;1.531727552;0.755931735;3;4;0.44518933
